tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-73	0.1	325.7	None	g	87.7	6.67e-06	24	8	1e-08	1e-08	1e-08	u	273	73	0.022000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-74	0.1	314.7	None	g	88.5	6.6e-06	25	8	1e-08	1e-08	1e-08	u	273	74	0.023	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-75	0.1	245.2	None	g	89.0	6.48e-06	26	8	1e-08	1e-08	1e-08	u	273	75	0.024	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-76	0.1	210.4	None	g	88.5	6.42e-06	27	8	1e-08	1e-08	1e-08	u	273	76	0.025	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-77	0.1	189.1	None	g	86.7	6.2e-06	28	8	1e-08	1e-08	1e-08	u	273	77	0.0275	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-78	0.1	182.4	None	g	84.3	5.99e-06	29	8	1e-08	1e-08	1e-08	u	273	78	0.03	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-79	0.1	181.2	None	g	82.7	5.83e-06	30	8	1e-08	1e-08	1e-08	u	273	79	0.0325	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-80	0.1	182.2	None	g	80.8	5.69e-06	31	8	1e-08	1e-08	1e-08	u	273	80	0.035	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-81	0.1	183.1	None	g	79.7	5.56e-06	32	8	1e-08	1e-08	1e-08	u	273	81	0.0375	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-82	0.1	183.2	None	g	79.2	5.52e-06	33	8	1e-08	1e-08	1e-08	u	273	82	0.04	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-83	0.1	183.5	None	g	77.2	5.3e-06	34	8	1e-08	1e-08	1e-08	u	273	83	0.045	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-84	0.1	183.4	None	g	75.4	5.08e-06	35	8	1e-08	1e-08	1e-08	u	273	84	0.05	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-85	0.1	183.6	None	g	74.0	4.88e-06	36	8	1e-08	1e-08	1e-08	u	273	85	0.055	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-86	0.1	180.5	None	g	73.5	4.71e-06	37	8	1e-08	1e-08	1e-08	u	273	86	0.06	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-87	0.1	183.5	None	g	70.9	4.25e-06	38	8	1e-08	1e-08	1e-08	u	273	87	0.07	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-88	0.1	185.6	None	g	70.5	3.88e-06	39	8	1e-08	1e-08	1e-08	u	273	88	0.08	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-89	0.1	185.9	None	g	68.6	3.4e-06	40	8	1e-08	1e-08	1e-08	u	273	89	0.09	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-90	0.1	178.6	None	g	68.7	2.85e-06	41	8	1e-08	1e-08	1e-08	u	273	90	0.1	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-91	0.1	185.8	None	g	67.6	1.83e-06	42	8	1e-08	1e-08	1e-08	u	273	91	0.12	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-92	0.1	186.2	None	g	67.6	1.39e-06	43	8	1e-08	1e-08	1e-08	u	273	92	0.13	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-93	0.1	160.8	None	g	69.7	1.14e-06	44	8	1e-08	1e-08	1e-08	u	273	93	0.14	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-94	0.1	187.4	None	g	68.4	7.78e-07	45	8	1e-08	1e-08	1e-08	u	273	94	0.15	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-95	0.1	141.9	None	g	71.3	6.29e-07	46	8	1e-08	1e-08	1e-08	u	273	95	0.16	0	0.0	0.0	273
None	This study	Duluth Complex	DA4-1C	DA4	DA4-1C	DA4-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA4-1C_LP-DIR-AF-96	0.1	199.5	None	g	67.8	3.95e-07	47	8	1e-08	1e-08	1e-08	u	273	96	0.17	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-97	0.1	189.1	None	g	-39.5	1.18e-05	0	8	1e-08	1e-08	1e-08	u	273	97	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-98	0.1	189.1	None	g	-39.5	1.18e-05	1	8	1e-08	1e-08	1e-08	u	273	98	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-99	0.1	189.1	None	g	-39.5	1.18e-05	2	8	1e-08	1e-08	1e-08	u	273	99	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-100	0.1	189.1	None	g	-39.5	1.18e-05	3	8	1e-08	1e-08	1e-08	u	273	100	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-101	0.1	187.8	None	g	-38.8	1.1e-05	4	8	1e-08	1e-08	1e-08	u	273	101	0.0025	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-102	0.1	187.1	None	g	-38.6	1.04e-05	5	8	1e-08	1e-08	1e-08	u	273	102	0.003	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-103	0.1	185.5	None	g	-38.1	8.900000000000001e-06	6	8	1e-08	1e-08	1e-08	u	273	103	0.004	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-104	0.1	183.7	None	g	-37.6	7.63e-06	7	8	1e-08	1e-08	1e-08	u	273	104	0.005	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-105	0.1	181.6	None	g	-37.4	6.54e-06	8	8	1e-08	1e-08	1e-08	u	273	105	0.006	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-106	0.1	179.7	None	g	-37.6	5.65e-06	9	8	1e-08	1e-08	1e-08	u	273	106	0.006999999999999999	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-107	0.1	177.9	None	g	-37.5	4.97e-06	10	8	1e-08	1e-08	1e-08	u	273	107	0.008	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-108	0.1	176.1	None	g	-37.3	4.46e-06	11	8	1e-08	1e-08	1e-08	u	273	108	0.009000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-109	0.1	173.6	None	g	-37.2	3.91e-06	12	8	1e-08	1e-08	1e-08	u	273	109	0.01	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-110	0.1	171.9	None	g	-37.1	3.63e-06	13	8	1e-08	1e-08	1e-08	u	273	110	0.011000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-111	0.1	170.7	None	g	-37.2	3.46e-06	14	8	1e-08	1e-08	1e-08	u	273	111	0.012	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-112	0.1	170.0	None	g	-36.9	3.33e-06	15	8	1e-08	1e-08	1e-08	u	273	112	0.013000000000000001	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-113	0.1	169.7	None	g	-37.1	3.27e-06	16	8	1e-08	1e-08	1e-08	u	273	113	0.013999999999999999	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-114	0.1	169.7	None	g	-36.9	3.24e-06	17	8	1e-08	1e-08	1e-08	u	273	114	0.015	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-115	0.1	169.3	None	g	-37.2	3.2e-06	18	8	1e-08	1e-08	1e-08	u	273	115	0.016	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-116	0.1	169.5	None	g	-37.5	3.18e-06	19	8	1e-08	1e-08	1e-08	u	273	116	0.017	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-117	0.1	169.2	None	g	-37.4	3.15e-06	20	8	1e-08	1e-08	1e-08	u	273	117	0.018000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-118	0.1	169.3	None	g	-37.5	3.14e-06	21	8	1e-08	1e-08	1e-08	u	273	118	0.019	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-119	0.1	169.1	None	g	-37.4	3.12e-06	22	8	1e-08	1e-08	1e-08	u	273	119	0.02	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-120	0.1	169.2	None	g	-37.5	3.09e-06	23	8	1e-08	1e-08	1e-08	u	273	120	0.021	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-121	0.1	169.2	None	g	-37.7	3.07e-06	24	8	1e-08	1e-08	1e-08	u	273	121	0.022000000000000002	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-122	0.1	169.3	None	g	-37.8	3.07e-06	25	8	1e-08	1e-08	1e-08	u	273	122	0.023	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-123	0.1	169.3	None	g	-37.3	3.04e-06	26	8	1e-08	1e-08	1e-08	u	273	123	0.024	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-124	0.1	169.5	None	g	-37.8	3.04e-06	27	8	1e-08	1e-08	1e-08	u	273	124	0.025	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-125	0.1	169.5	None	g	-38.1	3.02e-06	28	8	1e-08	1e-08	1e-08	u	273	125	0.0275	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-126	0.1	169.7	None	g	-37.9	2.98e-06	29	8	1e-08	1e-08	1e-08	u	273	126	0.03	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-127	0.1	170.1	None	g	-38.0	2.92e-06	30	8	1e-08	1e-08	1e-08	u	273	127	0.0325	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-128	0.1	169.9	None	g	-38.1	2.89e-06	31	8	1e-08	1e-08	1e-08	u	273	128	0.035	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-129	0.1	170.5	None	g	-38.0	2.84e-06	32	8	1e-08	1e-08	1e-08	u	273	129	0.0375	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-130	0.1	170.3	None	g	-38.0	2.82e-06	33	8	1e-08	1e-08	1e-08	u	273	130	0.04	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-131	0.1	170.9	None	g	-37.8	2.72e-06	34	8	1e-08	1e-08	1e-08	u	273	131	0.045	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-132	0.1	170.6	None	g	-37.6	2.6e-06	35	8	1e-08	1e-08	1e-08	u	273	132	0.05	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-133	0.1	170.4	None	g	-37.6	2.48e-06	36	8	1e-08	1e-08	1e-08	u	273	133	0.055	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-134	0.1	170.7	None	g	-37.8	2.37e-06	37	8	1e-08	1e-08	1e-08	u	273	134	0.06	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-135	0.1	170.7	None	g	-36.6	2.07e-06	38	8	1e-08	1e-08	1e-08	u	273	135	0.07	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-136	0.1	170.5	None	g	-35.9	1.87e-06	39	8	1e-08	1e-08	1e-08	u	273	136	0.08	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-137	0.1	170.9	None	g	-35.1	1.58e-06	40	8	1e-08	1e-08	1e-08	u	273	137	0.09	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-138	0.1	171.1	None	g	-35.5	1.38e-06	41	8	1e-08	1e-08	1e-08	u	273	138	0.1	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-139	0.1	173.4	None	g	-30.1	8.58e-07	42	8	1e-08	1e-08	1e-08	u	273	139	0.12	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-140	0.1	172.2	None	g	-29.5	6.5e-07	43	8	1e-08	1e-08	1e-08	u	273	140	0.13	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-141	0.1	169.6	None	g	-31.6	5.86e-07	44	8	1e-08	1e-08	1e-08	u	273	141	0.14	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-142	0.1	170.6	None	g	-21.4	3.8e-07	45	8	1e-08	1e-08	1e-08	u	273	142	0.15	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-143	0.1	168.6	None	g	-35.4	3.94e-07	46	8	1e-08	1e-08	1e-08	u	273	143	0.16	0	0.0	0.0	273
None	This study	Duluth Complex	DA6-1C	DA6	DA6-1C	DA6-1C_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	pmagpy-4.2.24-1	DA6-1C_LP-DIR-AF-144	0.1	168.9	None	g	-17.4	1.98e-07	47	8	1e-08	1e-08	1e-08	u	273	144	0.17	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-145	0.1	246.5	None	b	55.7	2.68e-06	0	8	1e-08	1e-08	1e-08	u	273	145	0.0	0	0.0	0.0	273
None	This study	Duluth Complex	DA7-2c	DA7	DA7-2c	DA7-2c_LP-DIR-AF	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	pmagpy-4.2.24-1	DA7-2c_LP-DIR-AF-146	0.1	246.5	None	g	55.8	2.68e-06	1	8	1e-08	1e-08	1e-08	u	273	146	0.0	0	0.0	0.0	273
