tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
DA4-1C_LP-DIR-AF-71	DA4-1C_LP-DIR-AF	DA4-1C	0.1	338.3	85.2	0.02	0.0	0.0	0.0	22.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	71.0	u	8.0	273.0			pmagpy-4.2.24-1	6.95e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-72	DA4-1C_LP-DIR-AF	DA4-1C	0.1	334.8	86.4	0.021	0.0	0.0	0.0	23.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	72.0	u	8.0	273.0			pmagpy-4.2.24-1	6.82e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-73	DA4-1C_LP-DIR-AF	DA4-1C	0.1	325.7	87.7	0.022000000000000002	0.0	0.0	0.0	24.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	73.0	u	8.0	273.0			pmagpy-4.2.24-1	6.67e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-74	DA4-1C_LP-DIR-AF	DA4-1C	0.1	314.7	88.5	0.023	0.0	0.0	0.0	25.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	74.0	u	8.0	273.0			pmagpy-4.2.24-1	6.6e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-75	DA4-1C_LP-DIR-AF	DA4-1C	0.1	245.2	89.0	0.024	0.0	0.0	0.0	26.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	75.0	u	8.0	273.0			pmagpy-4.2.24-1	6.48e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-76	DA4-1C_LP-DIR-AF	DA4-1C	0.1	210.4	88.5	0.025	0.0	0.0	0.0	27.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	76.0	u	8.0	273.0			pmagpy-4.2.24-1	6.42e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-77	DA4-1C_LP-DIR-AF	DA4-1C	0.1	189.1	86.7	0.0275	0.0	0.0	0.0	28.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	77.0	u	8.0	273.0			pmagpy-4.2.24-1	6.2e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-78	DA4-1C_LP-DIR-AF	DA4-1C	0.1	182.4	84.3	0.03	0.0	0.0	0.0	29.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	78.0	u	8.0	273.0			pmagpy-4.2.24-1	5.99e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-79	DA4-1C_LP-DIR-AF	DA4-1C	0.1	181.2	82.7	0.0325	0.0	0.0	0.0	30.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	79.0	u	8.0	273.0			pmagpy-4.2.24-1	5.83e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-80	DA4-1C_LP-DIR-AF	DA4-1C	0.1	182.2	80.8	0.035	0.0	0.0	0.0	31.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	80.0	u	8.0	273.0			pmagpy-4.2.24-1	5.69e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-81	DA4-1C_LP-DIR-AF	DA4-1C	0.1	183.1	79.7	0.0375	0.0	0.0	0.0	32.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	81.0	u	8.0	273.0			pmagpy-4.2.24-1	5.56e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-82	DA4-1C_LP-DIR-AF	DA4-1C	0.1	183.2	79.2	0.04	0.0	0.0	0.0	33.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	82.0	u	8.0	273.0			pmagpy-4.2.24-1	5.52e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-83	DA4-1C_LP-DIR-AF	DA4-1C	0.1	183.5	77.2	0.045	0.0	0.0	0.0	34.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	83.0	u	8.0	273.0			pmagpy-4.2.24-1	5.3e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-84	DA4-1C_LP-DIR-AF	DA4-1C	0.1	183.4	75.4	0.05	0.0	0.0	0.0	35.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	84.0	u	8.0	273.0			pmagpy-4.2.24-1	5.08e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-85	DA4-1C_LP-DIR-AF	DA4-1C	0.1	183.6	74.0	0.055	0.0	0.0	0.0	36.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	85.0	u	8.0	273.0			pmagpy-4.2.24-1	4.88e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-86	DA4-1C_LP-DIR-AF	DA4-1C	0.1	180.5	73.5	0.06	0.0	0.0	0.0	37.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	86.0	u	8.0	273.0			pmagpy-4.2.24-1	4.71e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-87	DA4-1C_LP-DIR-AF	DA4-1C	0.1	183.5	70.9	0.07	0.0	0.0	0.0	38.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	87.0	u	8.0	273.0			pmagpy-4.2.24-1	4.25e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-88	DA4-1C_LP-DIR-AF	DA4-1C	0.1	185.6	70.5	0.08	0.0	0.0	0.0	39.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	88.0	u	8.0	273.0			pmagpy-4.2.24-1	3.88e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-89	DA4-1C_LP-DIR-AF	DA4-1C	0.1	185.9	68.6	0.09	0.0	0.0	0.0	40.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	89.0	u	8.0	273.0			pmagpy-4.2.24-1	3.4e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-90	DA4-1C_LP-DIR-AF	DA4-1C	0.1	178.6	68.7	0.1	0.0	0.0	0.0	41.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	90.0	u	8.0	273.0			pmagpy-4.2.24-1	2.85e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-91	DA4-1C_LP-DIR-AF	DA4-1C	0.1	185.8	67.6	0.12	0.0	0.0	0.0	42.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	91.0	u	8.0	273.0			pmagpy-4.2.24-1	1.83e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-92	DA4-1C_LP-DIR-AF	DA4-1C	0.1	186.2	67.6	0.13	0.0	0.0	0.0	43.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	92.0	u	8.0	273.0			pmagpy-4.2.24-1	1.39e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-93	DA4-1C_LP-DIR-AF	DA4-1C	0.1	160.8	69.7	0.14	0.0	0.0	0.0	44.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	93.0	u	8.0	273.0			pmagpy-4.2.24-1	1.14e-06	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-94	DA4-1C_LP-DIR-AF	DA4-1C	0.1	187.4	68.4	0.15	0.0	0.0	0.0	45.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	94.0	u	8.0	273.0			pmagpy-4.2.24-1	7.78e-07	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-95	DA4-1C_LP-DIR-AF	DA4-1C	0.1	141.9	71.3	0.16	0.0	0.0	0.0	46.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	95.0	u	8.0	273.0			pmagpy-4.2.24-1	6.29e-07	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA4-1C_LP-DIR-AF-96	DA4-1C_LP-DIR-AF	DA4-1C	0.1	199.5	67.8	0.17	0.0	0.0	0.0	47.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	96.0	u	8.0	273.0			pmagpy-4.2.24-1	3.95e-07	1e-08	1e-08	1e-08	DA4-1C	DA4	Duluth Complex
DA6-1C_LP-DIR-AF-97	DA6-1C_LP-DIR-AF	DA6-1C	0.1	189.1	-39.5	0.0	0.0	0.0	0.0	0.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	97.0	u	8.0	273.0			pmagpy-4.2.24-1	1.18e-05	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-98	DA6-1C_LP-DIR-AF	DA6-1C	0.1	189.1	-39.5	0.0	0.0	0.0	0.0	1.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	98.0	u	8.0	273.0			pmagpy-4.2.24-1	1.18e-05	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-99	DA6-1C_LP-DIR-AF	DA6-1C	0.1	189.1	-39.5	0.0	0.0	0.0	0.0	2.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	99.0	u	8.0	273.0			pmagpy-4.2.24-1	1.18e-05	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-100	DA6-1C_LP-DIR-AF	DA6-1C	0.1	189.1	-39.5	0.0	0.0	0.0	0.0	3.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	100.0	u	8.0	273.0			pmagpy-4.2.24-1	1.18e-05	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-101	DA6-1C_LP-DIR-AF	DA6-1C	0.1	187.8	-38.8	0.0025	0.0	0.0	0.0	4.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	101.0	u	8.0	273.0			pmagpy-4.2.24-1	1.1e-05	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-102	DA6-1C_LP-DIR-AF	DA6-1C	0.1	187.1	-38.6	0.003	0.0	0.0	0.0	5.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	102.0	u	8.0	273.0			pmagpy-4.2.24-1	1.04e-05	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-103	DA6-1C_LP-DIR-AF	DA6-1C	0.1	185.5	-38.1	0.004	0.0	0.0	0.0	6.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	103.0	u	8.0	273.0			pmagpy-4.2.24-1	8.900000000000001e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-104	DA6-1C_LP-DIR-AF	DA6-1C	0.1	183.7	-37.6	0.005	0.0	0.0	0.0	7.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	104.0	u	8.0	273.0			pmagpy-4.2.24-1	7.63e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-105	DA6-1C_LP-DIR-AF	DA6-1C	0.1	181.6	-37.4	0.006	0.0	0.0	0.0	8.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	105.0	u	8.0	273.0			pmagpy-4.2.24-1	6.54e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-106	DA6-1C_LP-DIR-AF	DA6-1C	0.1	179.7	-37.6	0.006999999999999999	0.0	0.0	0.0	9.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	106.0	u	8.0	273.0			pmagpy-4.2.24-1	5.65e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-107	DA6-1C_LP-DIR-AF	DA6-1C	0.1	177.9	-37.5	0.008	0.0	0.0	0.0	10.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	107.0	u	8.0	273.0			pmagpy-4.2.24-1	4.97e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-108	DA6-1C_LP-DIR-AF	DA6-1C	0.1	176.1	-37.3	0.009000000000000001	0.0	0.0	0.0	11.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	108.0	u	8.0	273.0			pmagpy-4.2.24-1	4.46e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-109	DA6-1C_LP-DIR-AF	DA6-1C	0.1	173.6	-37.2	0.01	0.0	0.0	0.0	12.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	109.0	u	8.0	273.0			pmagpy-4.2.24-1	3.91e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-110	DA6-1C_LP-DIR-AF	DA6-1C	0.1	171.9	-37.1	0.011000000000000001	0.0	0.0	0.0	13.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	110.0	u	8.0	273.0			pmagpy-4.2.24-1	3.63e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-111	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.7	-37.2	0.012	0.0	0.0	0.0	14.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	111.0	u	8.0	273.0			pmagpy-4.2.24-1	3.46e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-112	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.0	-36.9	0.013000000000000001	0.0	0.0	0.0	15.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	112.0	u	8.0	273.0			pmagpy-4.2.24-1	3.33e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-113	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.7	-37.1	0.013999999999999999	0.0	0.0	0.0	16.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	113.0	u	8.0	273.0			pmagpy-4.2.24-1	3.27e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-114	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.7	-36.9	0.015	0.0	0.0	0.0	17.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	114.0	u	8.0	273.0			pmagpy-4.2.24-1	3.24e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-115	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.3	-37.2	0.016	0.0	0.0	0.0	18.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	115.0	u	8.0	273.0			pmagpy-4.2.24-1	3.2e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-116	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.5	-37.5	0.017	0.0	0.0	0.0	19.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	116.0	u	8.0	273.0			pmagpy-4.2.24-1	3.18e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-117	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.2	-37.4	0.018000000000000002	0.0	0.0	0.0	20.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	117.0	u	8.0	273.0			pmagpy-4.2.24-1	3.15e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-118	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.3	-37.5	0.019	0.0	0.0	0.0	21.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	118.0	u	8.0	273.0			pmagpy-4.2.24-1	3.14e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-119	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.1	-37.4	0.02	0.0	0.0	0.0	22.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	119.0	u	8.0	273.0			pmagpy-4.2.24-1	3.12e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-120	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.2	-37.5	0.021	0.0	0.0	0.0	23.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	120.0	u	8.0	273.0			pmagpy-4.2.24-1	3.09e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-121	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.2	-37.7	0.022000000000000002	0.0	0.0	0.0	24.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	121.0	u	8.0	273.0			pmagpy-4.2.24-1	3.07e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-122	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.3	-37.8	0.023	0.0	0.0	0.0	25.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	122.0	u	8.0	273.0			pmagpy-4.2.24-1	3.07e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-123	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.3	-37.3	0.024	0.0	0.0	0.0	26.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	123.0	u	8.0	273.0			pmagpy-4.2.24-1	3.04e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-124	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.5	-37.8	0.025	0.0	0.0	0.0	27.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	124.0	u	8.0	273.0			pmagpy-4.2.24-1	3.04e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-125	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.5	-38.1	0.0275	0.0	0.0	0.0	28.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	125.0	u	8.0	273.0			pmagpy-4.2.24-1	3.02e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-126	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.7	-37.9	0.03	0.0	0.0	0.0	29.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	126.0	u	8.0	273.0			pmagpy-4.2.24-1	2.98e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-127	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.1	-38.0	0.0325	0.0	0.0	0.0	30.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	127.0	u	8.0	273.0			pmagpy-4.2.24-1	2.92e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-128	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.9	-38.1	0.035	0.0	0.0	0.0	31.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	128.0	u	8.0	273.0			pmagpy-4.2.24-1	2.89e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-129	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.5	-38.0	0.0375	0.0	0.0	0.0	32.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	129.0	u	8.0	273.0			pmagpy-4.2.24-1	2.84e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-130	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.3	-38.0	0.04	0.0	0.0	0.0	33.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	130.0	u	8.0	273.0			pmagpy-4.2.24-1	2.82e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-131	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.9	-37.8	0.045	0.0	0.0	0.0	34.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	131.0	u	8.0	273.0			pmagpy-4.2.24-1	2.72e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-132	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.6	-37.6	0.05	0.0	0.0	0.0	35.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	132.0	u	8.0	273.0			pmagpy-4.2.24-1	2.6e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-133	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.4	-37.6	0.055	0.0	0.0	0.0	36.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	133.0	u	8.0	273.0			pmagpy-4.2.24-1	2.48e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-134	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.7	-37.8	0.06	0.0	0.0	0.0	37.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	134.0	u	8.0	273.0			pmagpy-4.2.24-1	2.37e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-135	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.7	-36.6	0.07	0.0	0.0	0.0	38.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	135.0	u	8.0	273.0			pmagpy-4.2.24-1	2.07e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-136	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.5	-35.9	0.08	0.0	0.0	0.0	39.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	136.0	u	8.0	273.0			pmagpy-4.2.24-1	1.87e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-137	DA6-1C_LP-DIR-AF	DA6-1C	0.1	170.9	-35.1	0.09	0.0	0.0	0.0	40.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	137.0	u	8.0	273.0			pmagpy-4.2.24-1	1.58e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-138	DA6-1C_LP-DIR-AF	DA6-1C	0.1	171.1	-35.5	0.1	0.0	0.0	0.0	41.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	138.0	u	8.0	273.0			pmagpy-4.2.24-1	1.38e-06	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-139	DA6-1C_LP-DIR-AF	DA6-1C	0.1	173.4	-30.1	0.12	0.0	0.0	0.0	42.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	139.0	u	8.0	273.0			pmagpy-4.2.24-1	8.58e-07	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-140	DA6-1C_LP-DIR-AF	DA6-1C	0.1	172.2	-29.5	0.13	0.0	0.0	0.0	43.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	140.0	u	8.0	273.0			pmagpy-4.2.24-1	6.5e-07	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
DA6-1C_LP-DIR-AF-141	DA6-1C_LP-DIR-AF	DA6-1C	0.1	169.6	-31.6	0.14	0.0	0.0	0.0	44.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	141.0	u	8.0	273.0			pmagpy-4.2.24-1	5.86e-07	1e-08	1e-08	1e-08	DA6-1C	DA6	Duluth Complex
